City_ID,City,Lat,Lng,Max Temp,Current Description,Rain (inches),Snow (inches),Humidity,Cloudiness,Wind Speed,Country
307,pisco,-13.7,-76.2167,60.85,mist,0.0,0,82,100,6.91,PE
308,bukachacha,52.9833,116.9167,55.67,broken clouds,0.0,0,87,57,2.73,RU
309,tevaitoa,-16.7833,-151.5,78.28,light rain,0.18,0,76,11,26.64,PF
310,hervey bay,-25.2986,152.8535,56.01,clear sky,0.0,0,85,0,3.0,AU
311,ankang,32.68,109.0172,77.97,clear sky,0.0,0,66,2,1.7,CN
312,norman wells,65.282,-126.8329,46.44,few clouds,0.0,0,93,20,0.0,CA
313,maceio,-9.6658,-35.7353,78.24,broken clouds,0.0,0,83,75,6.91,BR
314,sao marcos,-28.9711,-51.0681,71.35,overcast clouds,0.0,0,69,100,5.59,BR
315,olafsvik,64.8945,-23.7142,49.15,overcast clouds,0.0,0,82,100,12.24,IS
316,soe,-9.8607,124.284,59.41,scattered clouds,0.0,0,88,41,5.26,ID
317,georgetown,5.4112,100.3354,85.95,thunderstorm,0.0,0,89,40,5.01,MY
318,margate,51.3813,1.3862,71.31,overcast clouds,0.0,0,64,100,4.0,GB
319,kaufbeuren,47.8833,10.6167,79.0,few clouds,0.0,0,52,20,8.05,DE
320,poirino,44.9208,7.8469,92.46,broken clouds,0.0,0,41,83,3.83,IT
321,rio grande,-32.035,-52.0986,66.31,moderate rain,3.65,0,99,100,7.2,BR
322,qena,26.1615,32.7183,106.7,clear sky,0.0,0,7,10,12.77,EG
323,skibbereen,51.55,-9.2667,63.1,overcast clouds,0.0,0,87,100,9.69,IE
324,lagoa,39.05,-27.9833,71.94,clear sky,0.0,0,79,8,5.39,PT
325,inhuma,-6.6683,-41.7078,87.33,clear sky,0.0,0,33,7,7.4,BR
326,pareora,-44.4871,171.2132,42.19,broken clouds,0.0,0,97,84,1.34,NZ
327,rognedino,53.8015,33.5576,67.84,broken clouds,0.0,0,69,84,11.79,RU
328,saldanha,-33.0117,17.9442,75.25,clear sky,0.0,0,63,0,13.11,ZA
329,zhangye,38.9342,100.4517,80.26,scattered clouds,0.0,0,20,42,6.96,CN
330,ushtobe,45.2514,77.9838,90.05,scattered clouds,0.0,0,23,34,9.62,KZ
331,karratha,-20.7377,116.8463,70.75,light rain,0.49,0,70,1,4.16,AU
332,aitape,-3.1374,142.3475,78.49,scattered clouds,0.0,0,88,36,7.23,PG
333,hualmay,-11.0964,-77.6139,62.02,broken clouds,0.0,0,80,83,6.76,PE
334,olinda,-8.0089,-34.8553,78.53,scattered clouds,0.0,0,73,40,12.66,BR
335,almaznyy,48.0448,40.045,81.36,overcast clouds,0.0,0,45,97,7.78,RU
336,sistranda,63.7256,8.834,60.76,overcast clouds,0.0,0,58,85,3.09,NO
337,masumbwe,-3.6333,32.1833,87.1,broken clouds,0.0,0,25,61,4.72,TZ
338,san cristobal,7.7669,-72.225,68.18,overcast clouds,0.0,0,69,90,5.35,VE
339,tiassale,5.8983,-4.8283,83.07,overcast clouds,0.0,0,60,98,4.54,CI
340,vardo,70.3705,31.1107,51.78,broken clouds,0.0,0,82,75,24.16,NO
341,valleyview,55.0667,-117.2859,62.64,clear sky,0.0,0,82,0,5.75,CA
342,necochea,-38.5473,-58.7368,48.6,broken clouds,0.0,0,81,83,21.68,AR
343,mandalgovi,45.7625,106.2708,63.37,broken clouds,0.0,0,53,71,17.34,MN
344,bengkulu,-3.8004,102.2655,79.16,overcast clouds,0.0,0,83,87,2.75,ID
345,chai badan,15.2,101.1333,84.4,moderate rain,1.43,0,70,33,3.24,TH
346,bandiagara,14.3501,-3.6104,94.86,overcast clouds,0.0,0,39,91,14.74,ML
347,shulan,44.4167,126.95,73.27,overcast clouds,0.0,0,90,99,3.44,CN
348,vaitape,-16.5167,-151.75,78.8,light rain,0.37,0,74,16,27.04,PF
349,seattle,47.6062,-122.3321,68.81,clear sky,0.0,0,85,0,5.75,US
350,aktau,43.65,51.2,79.38,clear sky,0.0,0,58,4,13.58,KZ
351,dasoguz,41.8363,59.9666,96.75,clear sky,0.0,0,23,0,9.22,TM
352,lompoc,34.6391,-120.4579,57.6,mist,0.0,0,90,100,10.0,US
353,gizo,-8.103,156.8419,81.01,light rain,0.29,0,77,18,5.5,SB
354,bilibino,68.0546,166.4372,42.75,broken clouds,0.0,0,74,74,4.9,RU
355,alice springs,-23.7,133.8833,40.55,scattered clouds,0.0,0,38,30,0.0,AU
356,businga,3.3333,20.8833,72.14,overcast clouds,0.0,0,97,100,2.68,CD
357,keita,14.7551,5.7749,83.37,overcast clouds,0.0,0,52,100,6.6,NE
358,krasnoselkup,65.7,82.4667,64.58,clear sky,0.0,0,61,0,10.71,RU
359,cedar city,37.6775,-113.0619,66.4,clear sky,0.0,0,72,0,3.44,US
360,plettenberg bay,-34.0527,23.3716,70.61,clear sky,0.0,0,54,0,4.63,ZA
361,meadow lake,34.8014,-106.5436,72.91,few clouds,0.0,0,49,19,1.32,US
362,zbarazh,49.6636,25.7762,77.43,overcast clouds,0.0,0,40,92,7.61,UA
363,iralaya,15.0,-83.2333,81.68,scattered clouds,0.0,0,79,32,9.86,HN
364,shaunavon,49.6501,-108.4181,62.38,clear sky,0.0,0,43,0,3.42,CA
365,vila velha,-20.3297,-40.2925,78.75,clear sky,0.0,0,65,0,11.5,BR
366,ambon,-3.6954,128.1814,78.94,broken clouds,0.0,0,83,75,4.61,ID
367,abu dhabi,24.4667,54.3667,98.71,clear sky,0.0,0,64,0,12.66,AE
368,tezu,27.9167,96.1667,77.31,few clouds,0.0,0,95,20,3.22,IN
369,mattawa,46.7379,-119.9028,64.4,clear sky,0.0,0,37,0,6.6,US
370,tuatapere,-46.1333,167.6833,43.16,overcast clouds,0.0,0,92,100,4.34,NZ
371,batagay,67.6333,134.6333,70.52,overcast clouds,0.0,0,60,100,1.66,RU
372,tomari,47.7658,142.0683,59.9,scattered clouds,0.0,0,91,48,6.89,RU
373,vasai,19.47,72.8,86.09,broken clouds,0.0,0,77,57,5.75,IN
374,yarada,17.65,83.2667,86.32,mist,0.0,0,79,20,5.75,IN
375,leshukonskoye,64.8989,45.7622,66.83,overcast clouds,0.0,0,98,100,4.07,RU
376,nhulunbuy,-12.2333,136.7667,74.01,scattered clouds,0.0,0,83,40,10.36,AU
377,elat,29.5581,34.9482,107.44,clear sky,0.0,0,12,0,16.11,IL
378,mena,51.5217,32.2157,74.64,overcast clouds,0.0,0,43,88,12.15,UA
379,poro,10.6292,124.4087,85.23,overcast clouds,0.0,0,74,100,9.48,PH
380,izvestkovyy,48.9833,131.55,70.99,moderate rain,2.73,0,97,98,2.93,RU
381,kamenka,51.3223,42.7678,83.82,broken clouds,0.0,0,41,78,4.68,RU
382,key west,24.5557,-81.7826,91.4,few clouds,0.0,0,70,20,14.97,US
383,ndele,8.4109,20.6473,70.68,light rain,0.19,0,98,100,1.72,CF
384,anjiang,27.3194,110.1031,75.79,overcast clouds,0.0,0,94,96,0.6,CN
385,sao joao da barra,-21.6403,-41.0511,77.09,clear sky,0.0,0,58,0,10.38,BR
386,rudbar,30.15,62.6,98.46,light rain,0.12,0,35,100,13.47,AF
387,meulaboh,4.1363,96.1285,78.58,overcast clouds,0.0,0,82,100,2.98,ID
388,nagato,34.3833,131.2,79.72,clear sky,0.0,0,85,0,4.41,JP
389,mizdah,31.4451,12.9801,102.34,clear sky,0.0,0,11,2,12.33,LY
390,lithgow,-33.4833,150.15,39.67,overcast clouds,0.0,0,96,100,5.35,AU
391,sangar,63.9242,127.4739,69.57,clear sky,0.0,0,71,2,1.97,RU
392,broome,42.2506,-75.833,79.09,scattered clouds,0.0,0,80,46,5.99,US
393,omsukchan,62.5333,155.8,50.97,overcast clouds,0.0,0,55,100,0.98,RU
394,bilma,18.6853,12.9164,104.22,overcast clouds,0.0,0,17,100,6.53,NE
395,luzhou,28.8724,105.4405,81.03,clear sky,0.0,0,80,0,2.44,CN
396,bandar-e lengeh,26.5579,54.8807,91.51,few clouds,0.0,0,66,20,6.91,IR
397,dolzhanskaya,46.6311,37.8039,80.33,clear sky,0.0,0,63,0,11.03,RU
398,xingyi,24.1877,102.817,63.88,overcast clouds,0.0,0,90,99,1.66,CN
399,college,64.8569,-147.8028,45.81,broken clouds,0.0,0,87,75,5.75,US
400,caxito,-8.5785,13.6643,87.4,overcast clouds,0.0,0,41,100,7.14,AO
401,myatlevo,54.8969,35.6762,68.95,overcast clouds,0.0,0,92,99,8.88,RU
402,dingzhou,38.5131,114.9956,75.31,clear sky,0.0,0,83,6,5.01,CN
403,iganga,0.6092,33.4686,78.31,overcast clouds,0.0,0,50,88,6.58,UG
404,okha,53.5739,142.9478,54.21,few clouds,0.0,0,96,23,9.44,RU
405,tommot,58.9564,126.2925,67.48,few clouds,0.0,0,75,23,4.05,RU
406,tautira,-17.7333,-149.15,77.59,few clouds,0.0,0,72,21,24.74,PF
407,labuhan,-6.8844,112.2051,79.25,broken clouds,0.0,0,77,55,9.06,ID
408,tecoanapa,16.5167,-98.75,75.42,overcast clouds,0.0,0,85,100,4.03,MX
409,price,39.5994,-110.8107,63.66,clear sky,0.0,0,63,0,0.0,US
410,caravelas,-17.7125,-39.2481,78.17,few clouds,0.0,0,56,13,4.72,BR
411,lake charles,30.2131,-93.2044,82.04,few clouds,0.0,0,91,20,3.44,US
412,benguela,-12.5763,13.4055,74.3,broken clouds,0.0,0,73,75,9.33,AO
413,jian,27.1172,114.9793,83.14,overcast clouds,0.0,0,72,100,1.39,CN
414,centralia,46.7162,-122.9543,61.63,clear sky,0.0,0,82,0,0.0,US
415,eshowe,-28.8865,31.4699,73.45,clear sky,0.0,0,44,5,10.78,ZA
416,luderitz,-26.6481,15.1594,58.28,clear sky,0.0,0,76,6,5.61,NA
417,kupang,-10.1667,123.5833,75.29,overcast clouds,0.0,0,67,99,14.27,ID
418,gorin,51.1983,136.6669,67.48,broken clouds,0.0,0,97,83,2.51,RU
419,korem,12.5058,39.5228,66.87,light rain,0.96,0,62,92,10.0,ET
420,oktyabrskoye,43.0645,44.7417,78.94,broken clouds,0.0,0,44,75,4.47,RU
421,westport,41.1415,-73.3579,82.09,overcast clouds,0.0,0,86,100,5.01,US
422,japoata,-10.3467,-36.8011,77.49,broken clouds,0.0,0,76,61,8.46,BR
423,zvishavane,-20.3267,30.0665,71.58,clear sky,0.0,0,23,0,11.99,ZW
424,ratnagiri,16.9833,73.3,80.92,broken clouds,0.0,0,85,83,8.63,IN
425,caucaia,-3.7361,-38.6531,86.31,few clouds,0.0,0,57,20,14.97,BR
426,okhotsk,59.3833,143.3,57.07,few clouds,0.0,0,87,17,7.99,RU
427,mount isa,-20.7333,139.5,58.77,clear sky,0.0,0,31,0,6.91,AU
428,beeville,28.4008,-97.7483,82.62,clear sky,0.0,0,89,0,5.75,US
429,roebourne,-20.7833,117.1333,69.89,clear sky,0.0,0,70,2,2.44,AU
430,wanxian,30.8039,108.3897,82.15,clear sky,0.0,0,73,0,1.86,CN
431,grindavik,63.8424,-22.4338,49.95,overcast clouds,0.0,0,87,100,18.41,IS
432,airai,-8.9266,125.4092,54.34,scattered clouds,0.0,0,87,39,4.38,TL
433,lucapa,-8.4192,20.7447,90.45,few clouds,0.0,0,13,16,3.87,AO
434,guilin,25.2819,110.2864,86.11,overcast clouds,0.0,0,74,100,0.72,CN
435,klaksvik,62.2266,-6.589,56.32,overcast clouds,0.0,0,82,93,18.16,FO
436,asau,46.4333,26.4,76.12,overcast clouds,0.0,0,71,97,3.98,RO
437,antofagasta,-23.65,-70.4,56.48,broken clouds,0.0,0,73,64,7.56,CL
438,alberton,46.8168,-64.0654,75.33,scattered clouds,0.0,0,70,42,3.36,CA
439,ovre ardal,61.3167,7.8,65.52,scattered clouds,0.0,0,41,34,4.09,NO
440,durazno,-33.4131,-56.5006,54.05,overcast clouds,0.0,0,92,100,14.61,UY
441,kyra,49.5776,111.9753,54.23,overcast clouds,0.0,0,96,100,1.95,RU
442,adrar,20.5022,-10.0711,110.7,clear sky,0.0,0,5,0,12.95,MR
443,qingdao,36.0986,120.3719,80.2,scattered clouds,0.0,0,94,30,6.71,CN
444,stephenville,32.2207,-98.2023,84.16,clear sky,0.0,0,62,0,8.05,US
445,ormond beach,29.2858,-81.0559,86.07,haze,0.0,0,89,0,5.75,US
446,ostrovnoy,68.0531,39.5131,53.26,overcast clouds,0.0,0,91,100,18.61,RU
447,aklavik,68.2191,-135.0107,48.2,overcast clouds,0.0,0,87,100,6.91,CA
448,masallatah,32.6167,14.0,90.77,clear sky,0.0,0,36,5,13.87,LY
449,hofn,64.2539,-15.2082,51.82,overcast clouds,0.0,0,93,100,5.75,IS
450,ewa beach,21.3156,-158.0072,76.95,clear sky,0.0,0,71,0,5.75,US
451,chikwawa,-16.0335,34.8009,79.38,clear sky,0.0,0,27,2,9.22,MW
452,ca mau,9.1769,105.15,79.36,clear sky,0.0,0,88,9,4.12,VN
453,neath,51.6632,-3.8044,73.71,broken clouds,0.0,0,68,82,3.91,GB
454,qandala,11.472,49.8728,90.41,overcast clouds,0.0,0,51,88,1.83,SO
455,novyy urengoy,66.0833,76.6333,67.71,overcast clouds,0.0,0,58,92,11.18,RU
456,saryagash,41.4511,69.1701,93.16,overcast clouds,0.0,0,17,100,12.01,KZ
457,nianzishan,47.5167,122.8833,67.5,moderate rain,1.03,0,93,100,3.04,CN
458,chapada dos guimaraes,-15.4606,-55.7497,74.86,clear sky,0.0,0,21,0,7.63,BR
459,ivdel,60.6911,60.4206,74.89,clear sky,0.0,0,50,0,2.35,RU
460,poquoson,37.1224,-76.3458,87.01,few clouds,0.0,0,81,20,14.97,US
461,srandakan,-7.9386,110.2506,75.16,overcast clouds,0.0,0,88,98,8.25,ID
462,sandovo,58.4602,36.4128,65.93,light rain,0.47,0,94,100,7.14,RU
463,zyryanka,65.75,150.85,46.87,clear sky,0.0,0,63,5,8.99,RU
464,berlevag,70.8578,29.0864,51.8,broken clouds,0.0,0,87,75,23.02,NO
465,beloha,-25.1667,45.05,69.64,scattered clouds,0.0,0,59,26,13.8,MG
466,hovd,48.0056,91.6419,70.48,broken clouds,0.0,0,37,76,4.72,MN
467,makokou,0.5738,12.8642,81.82,overcast clouds,0.0,0,54,100,4.43,GA
468,asfi,32.2994,-9.2372,74.75,clear sky,0.0,0,68,0,17.76,MA
469,clyde river,70.4692,-68.5914,37.63,light rain,0.0,0,100,100,12.66,CA
470,tungawan,7.5081,122.3711,80.13,overcast clouds,0.0,0,84,100,3.38,PH
471,gulariya,28.2333,81.3333,81.18,broken clouds,0.0,0,77,80,5.03,NP
472,algiers,36.7525,3.042,85.82,clear sky,0.0,0,51,0,13.8,DZ
473,mazara del vallo,37.6641,12.588,99.93,clear sky,0.0,0,34,0,13.06,IT
474,krasnyy yar,46.5331,48.3456,87.73,overcast clouds,0.0,0,44,92,5.7,RU
475,bani,18.2833,-70.3333,82.85,clear sky,0.0,0,52,8,13.42,DO
476,havelock,34.8791,-76.9013,87.94,scattered clouds,0.0,0,79,40,11.5,US
477,vestmannaeyjar,63.4427,-20.2734,52.79,broken clouds,0.0,0,76,75,13.8,IS
478,bastrop,32.7562,-91.8724,81.82,clear sky,0.0,0,84,8,1.99,US
479,baoying,33.2292,119.3092,78.06,overcast clouds,0.0,0,96,98,6.11,CN
480,tahe,52.3333,124.7333,64.42,overcast clouds,0.0,0,95,100,3.69,CN
481,general pico,-35.6566,-63.7568,52.09,clear sky,0.0,0,54,0,16.4,AR
482,urumqi,43.801,87.6005,90.55,clear sky,0.0,0,18,0,8.95,CN
483,los llanos de aridane,28.6585,-17.9182,75.13,few clouds,0.0,0,75,20,17.27,ES
484,buta,2.7858,24.73,77.27,moderate rain,1.65,0,91,100,4.0,CD
485,nkhata bay,-11.6066,34.2907,73.98,clear sky,0.0,0,54,9,4.63,MW
486,tchollire,8.4022,14.1698,83.16,moderate rain,1.06,0,70,53,2.93,CM
487,abbeville,50.1,1.8333,82.26,overcast clouds,0.0,0,26,100,3.47,FR
488,kilindoni,-7.9139,39.6668,76.35,few clouds,0.0,0,78,23,16.15,TZ
489,ayan,56.45,138.1667,56.59,few clouds,0.0,0,94,17,2.28,RU
490,xai-xai,-25.0519,33.6442,70.16,clear sky,0.0,0,63,0,10.36,MZ
491,lakhimpur,27.95,80.7667,85.8,overcast clouds,0.0,0,67,97,3.53,IN
492,mount gambier,-37.8333,140.7667,42.26,few clouds,0.0,0,89,19,2.64,AU
493,nishihara,26.1842,127.7558,83.86,broken clouds,0.0,0,83,75,14.97,JP
494,trzebiatow,54.0615,15.2648,74.05,broken clouds,0.0,0,56,69,8.68,PL
495,sigli,5.3848,95.9609,79.52,overcast clouds,0.0,0,84,90,3.31,ID
496,vagay,57.9375,69.0217,67.44,overcast clouds,0.0,0,61,93,9.28,RU
497,jefferson city,38.5767,-92.1735,78.93,clear sky,0.0,0,88,0,4.61,US
498,sterling,39.0062,-77.4286,84.6,broken clouds,0.0,0,82,75,3.44,US
499,tema,5.667,-0.0166,81.01,scattered clouds,0.0,0,74,40,19.57,GH
500,omboue,-1.5746,9.2618,75.58,overcast clouds,0.0,0,70,100,8.39,GA
501,mbandaka,0.0487,18.2603,86.5,overcast clouds,0.0,0,44,100,2.19,CD
502,ornskoldsvik,63.2909,18.7153,63.55,broken clouds,0.0,0,55,75,11.5,SE
503,wamba,8.9333,8.6,75.61,moderate rain,1.23,0,88,100,5.48,NG
504,bolgatanga,10.7856,-0.8514,83.91,light rain,0.13,0,65,100,7.76,GH
505,nouadhibou,20.931,-17.0347,84.18,sand,0.0,0,58,0,17.27,MR
506,xining,36.6167,101.7667,55.56,scattered clouds,0.0,0,70,40,4.05,CN
507,akdepe,42.0551,59.3788,96.89,clear sky,0.0,0,17,2,14.38,TM
508,walvis bay,-22.9575,14.5053,57.09,clear sky,0.0,0,66,3,13.47,NA
509,carroll,39.5501,-77.0164,81.82,clear sky,0.0,0,75,0,4.61,US
510,pyaozerskiy,65.8333,31.1667,62.46,overcast clouds,0.0,0,61,87,6.33,RU
511,port-cartier,50.0334,-66.8654,66.42,overcast clouds,0.0,0,77,93,9.37,CA
512,mitsamiouli,-11.3847,43.2844,79.09,light rain,0.2,0,78,75,12.66,KM
513,cayenne,4.9333,-52.3333,88.09,broken clouds,0.0,0,29,75,4.61,GF
514,luanda,-8.8368,13.2343,71.6,haze,0.0,0,88,75,6.91,AO
515,glendive,47.1053,-104.7125,56.82,clear sky,0.0,0,67,0,5.75,US
516,california city,35.1258,-117.9859,81.97,clear sky,0.0,0,26,0,12.66,US
517,faya,18.3851,42.4509,82.51,broken clouds,0.0,0,58,67,8.41,SA
518,slonim,53.0867,25.3219,69.49,scattered clouds,0.0,0,52,26,10.27,BY
519,ozark,37.0209,-93.206,79.63,broken clouds,0.0,0,91,79,1.01,US
520,tual,-5.6667,132.75,78.75,scattered clouds,0.0,0,87,47,22.17,ID
521,mahanoro,-19.9,48.8,69.87,light rain,0.34,0,87,45,6.04,MG
522,dryden,49.7833,-92.7503,55.69,overcast clouds,0.0,0,94,100,9.22,CA
523,beian,63.6559,9.5683,60.89,broken clouds,0.0,0,59,75,4.61,NO
524,mahibadhoo,3.7833,72.9667,82.38,broken clouds,0.0,0,75,83,15.01,MV
525,basco,20.4487,121.9702,86.2,few clouds,0.0,0,72,17,8.95,PH
526,xinqing,48.2333,129.5,69.33,overcast clouds,0.0,0,98,99,1.74,CN
527,brownsville,25.9018,-97.4975,84.9,clear sky,0.0,0,85,0,4.61,US
528,brae,60.3964,-1.353,58.48,overcast clouds,0.0,0,70,96,8.37,GB
529,uvat,59.1433,68.8953,66.31,overcast clouds,0.0,0,62,100,7.83,RU
530,pyatnitskoye,50.4233,37.8273,78.69,overcast clouds,0.0,0,58,99,8.39,RU
531,herat,34.5,62.0,93.2,clear sky,0.0,0,18,3,28.92,AF
532,aksarka,66.5606,67.7975,76.3,broken clouds,0.0,0,44,55,5.66,RU
533,kalmunai,7.4167,81.8167,81.63,light rain,0.4,0,76,99,3.33,LK
534,maniitsoq,65.4167,-52.9,40.84,overcast clouds,0.0,0,88,100,3.36,GL
535,yekaterinoslavka,50.3734,129.1139,69.33,overcast clouds,0.0,0,95,100,6.58,RU
536,praia,14.9215,-23.5087,91.94,few clouds,0.0,0,46,20,12.66,CV
537,dingle,10.9995,122.6711,78.06,moderate rain,3.46,0,88,100,5.73,PH
538,sabha,27.0377,14.4283,100.08,clear sky,0.0,0,9,0,9.1,LY
539,gerash,27.6652,54.1371,87.94,broken clouds,0.0,0,57,70,7.27,IR
540,goba,7.0167,39.9833,59.31,light rain,0.64,0,74,99,6.69,ET
541,bafra,41.5678,35.9069,79.95,clear sky,0.0,0,53,0,12.19,TR
542,beringovskiy,63.05,179.3167,46.38,overcast clouds,0.0,0,91,96,8.14,RU
543,padang,-0.9492,100.3543,79.02,overcast clouds,0.0,0,87,85,4.05,ID
544,waycross,31.2136,-82.354,84.97,clear sky,0.0,0,88,0,4.61,US
545,payson,40.0444,-111.7321,79.39,scattered clouds,0.0,0,46,40,4.0,US
546,korla,41.7597,86.1469,95.29,scattered clouds,0.0,0,13,48,3.15,CN
547,qui nhon,13.7667,109.2333,81.57,overcast clouds,0.0,0,84,94,5.5,VN
548,inongo,-1.95,18.2667,75.92,overcast clouds,0.0,0,57,100,4.09,CD
549,samarkand,39.6542,66.9597,90.82,broken clouds,0.0,0,25,69,16.11,UZ
550,ixtapa,20.7,-105.2,81.23,overcast clouds,0.0,0,89,100,3.44,MX
551,chapais,49.7834,-74.8492,65.98,overcast clouds,0.0,0,80,98,5.61,CA
552,nara,34.6851,135.8049,84.49,overcast clouds,0.0,0,63,88,3.29,JP
553,grand gaube,-20.0064,57.6608,72.37,clear sky,0.0,0,68,3,5.01,MU
554,monzon,41.9108,0.1941,87.82,clear sky,0.0,0,32,0,4.5,ES
555,port blair,11.6667,92.75,82.44,scattered clouds,0.0,0,83,40,4.61,IN
556,novyy urgal,51.0736,132.5642,68.0,broken clouds,0.0,0,88,72,1.01,RU
557,karasjok,69.4719,25.5112,48.96,overcast clouds,0.0,0,85,100,9.46,NO
558,vestmanna,62.1564,-7.1664,54.52,overcast clouds,0.0,0,88,100,13.8,FO
559,kumburgaz,41.0211,28.4772,85.91,clear sky,0.0,0,52,0,24.81,TR
560,belaya gora,68.5333,146.4167,47.05,scattered clouds,0.0,0,60,25,9.82,RU
561,kautokeino,69.0125,23.0412,53.38,overcast clouds,0.0,0,60,97,11.48,NO
562,along,28.1667,94.7667,75.43,broken clouds,0.0,0,98,60,0.4,IN
563,oranjestad,12.524,-70.027,84.15,few clouds,0.0,0,70,20,18.41,AW
564,santa rosa,14.3122,121.1114,85.98,moderate rain,1.38,0,82,100,4.9,PH
565,lishui,28.4604,119.9103,76.64,clear sky,0.0,0,90,6,1.79,CN
566,saint-georges,12.0564,-61.7485,85.68,few clouds,0.0,0,66,20,28.77,GD
567,thinadhoo,0.5333,72.9333,83.62,overcast clouds,0.0,0,71,85,15.57,MV
568,cromarty,57.6805,-4.0339,67.89,few clouds,0.0,0,74,20,11.5,GB
569,yenagoa,4.9247,6.2642,73.58,light rain,0.68,0,94,100,7.63,NG
570,atikokan,48.7555,-91.6216,53.08,overcast clouds,0.0,0,94,100,8.23,CA
571,port macquarie,-31.4333,152.9167,46.89,few clouds,0.0,0,81,14,5.93,AU
572,khetia,21.6667,74.5833,84.16,overcast clouds,0.0,0,75,100,5.32,IN
573,taoudenni,22.6783,-3.9836,116.35,clear sky,0.0,0,7,5,10.94,ML
574,gat,31.61,34.7642,98.4,clear sky,0.0,0,30,0,14.58,IL
575,lostice,49.7447,16.9289,80.71,overcast clouds,0.0,0,42,92,7.54,CZ
576,narasannapeta,18.4167,84.05,83.53,overcast clouds,0.0,0,76,86,5.91,IN
577,tabora,-5.0167,32.8,87.19,broken clouds,0.0,0,23,72,4.03,TZ
578,saint anthony,45.0205,-93.218,65.89,clear sky,0.0,0,76,0,14.97,US
579,chor,25.5167,69.7667,89.62,overcast clouds,0.0,0,59,99,18.95,PK
580,mackay,-21.15,149.2,49.68,clear sky,0.0,0,69,0,9.31,AU
581,konin,52.2234,18.2512,77.14,overcast clouds,0.0,0,25,100,5.12,PL
582,muscat,23.6139,58.5922,89.62,scattered clouds,0.0,0,67,50,10.33,OM
583,krasnyy chikoy,50.3643,108.7512,52.83,overcast clouds,0.0,0,90,100,3.71,RU
584,chicama,-7.8447,-79.1469,57.74,scattered clouds,0.0,0,74,46,6.64,PE
585,kismayo,-0.3582,42.5454,77.97,broken clouds,0.0,0,67,55,15.57,SO
586,kurilsk,45.2333,147.8833,54.01,broken clouds,0.0,0,95,79,4.65,RU
587,villazon,-22.0866,-65.5942,57.07,scattered clouds,0.0,0,23,33,3.69,BO
588,turukhansk,65.8167,87.9833,64.83,broken clouds,0.0,0,60,81,13.35,RU
589,havoysund,70.9963,24.6622,50.23,overcast clouds,0.0,0,80,100,17.4,NO
590,rabaul,-4.1967,152.1721,80.76,overcast clouds,0.0,0,76,95,9.53,PG
591,salinopolis,-0.6136,-47.3561,83.98,scattered clouds,0.0,0,69,39,7.36,BR
592,puerto carreno,6.189,-67.4859,73.38,light intensity drizzle,0.0,0,94,40,4.61,CO
593,jalapa,19.5333,-96.9167,63.16,overcast clouds,0.0,0,89,98,1.3,MX
594,chibuto,-24.6867,33.5306,73.53,clear sky,0.0,0,47,0,10.98,MZ
595,cao bang,22.6667,106.25,78.96,overcast clouds,0.0,0,75,100,1.74,VN
596,ilhabela,-23.7781,-45.3581,80.04,scattered clouds,0.0,0,46,33,2.08,BR
597,buraydah,26.326,43.975,109.85,overcast clouds,0.0,0,8,100,8.23,SA
598,sao domingos,-13.3983,-46.3183,80.22,clear sky,0.0,0,30,0,7.18,BR
599,mirnyy,62.5353,113.9611,71.73,clear sky,0.0,0,58,0,7.54,RU
600,mineral wells,32.8085,-98.1128,85.26,clear sky,0.0,0,65,0,5.75,US
601,itoman,26.1247,127.6694,84.58,broken clouds,0.0,0,84,75,10.36,JP
602,nova venecia,-18.7106,-40.4006,77.95,scattered clouds,0.0,0,52,43,4.61,BR
603,sao jose da coroa grande,-8.8978,-35.1478,77.85,scattered clouds,0.0,0,78,46,9.75,BR
604,kapit,2.0167,112.9333,77.14,overcast clouds,0.0,0,90,100,0.27,MY
605,gunjur,13.2019,-16.7339,86.07,broken clouds,0.0,0,74,75,14.97,GM
606,morgan city,29.6994,-91.2068,80.01,clear sky,0.0,0,75,6,4.76,US
607,frankfort,-27.2667,28.4833,67.75,broken clouds,0.0,0,24,59,8.03,ZA
608,pulandian,39.3953,121.9669,74.86,overcast clouds,0.0,0,95,100,8.23,CN
609,liverpool,53.4106,-2.9779,67.14,few clouds,0.0,0,79,20,4.61,GB
610,keti bandar,24.1447,67.4497,83.46,broken clouds,0.0,0,79,81,16.69,PK
611,sorong,-0.8833,131.25,76.6,light rain,0.65,0,94,100,7.96,ID
612,itiuba,-10.6917,-39.8536,80.96,scattered clouds,0.0,0,43,45,8.32,BR
613,sobolevo,54.4299,31.8996,67.87,overcast clouds,0.0,0,66,100,10.78,RU
614,poum,-20.2333,164.0167,72.52,broken clouds,0.0,0,68,72,7.02,NC
615,saint-philippe,-21.3585,55.7679,74.21,broken clouds,0.0,0,78,52,8.88,RE
616,turmero,10.2239,-67.4729,82.78,broken clouds,0.0,0,57,70,2.77,VE
617,comarapa,-17.9,-64.4833,64.26,scattered clouds,0.0,0,62,26,5.1,BO
618,san juan,-31.5375,-68.5364,51.64,few clouds,0.0,0,63,16,6.2,AR
619,kulevcha,46.0303,29.9361,87.3,light rain,0.18,0,37,79,13.13,UA
620,kenai,60.5544,-151.2583,53.15,clear sky,0.0,0,97,0,3.44,US
